id,full_equation,complexity,full_equation_tokens_bpe,full_equation_token_ids
6091,g=I,1,g=I,"[621, 362]"
6239,E=dQ/dt,4,E=dQ/dt,"[343, 244, 136]"
7351,F=A_min,1,F=A_min,"[354, 317, 538]"
7831,y=4/3-mu,1,y=4/3-mu,"[765, 232, 665]"
761,E=phi,1,E=phi,"[347, 691]"
6255,A=partialg/partialt+(1+r_avg)/(N_A-c_rms+d_i)+(h+psi+u)^3,5,A=partialg/partialt+(1+r_avg)/(N_A-c_rms+d_i)+(h+psi+u)^3,"[317, 293, 144, 3, 702, 511, 385, 593, 556, 600, 524, 41, 631, 700, 734, 94]"
1907,a_2=(t)/(2+mu),2,a_2=(t)/(2+mu),"[558, 508, 721, 69, 666]"
3819,C=partialV/partialr,4,C=partialV/partialr,"[334, 279, 424, 142]"
6270,E_f=3*e*delta-y-(h+gamma_f+phi_avg+P_f)^n+1+cos(k+n)-e+B^circ-a+epsilon,5,E_f=3*e*delta-y-(h+gamma_f+phi_avg+P_f)^n+1+cos(k+n)-e+B^circ-a+epsilon,"[343, 522, 167, 607, 604, 124, 765, 125, 631, 625, 520, 691, 513, 386, 516, 102, 599, 646, 669, 49, 608, 325, 480, 561, 611]"
4301,I=w,1,I=w,"[366, 752]"
5570,R=(1/2-epsilon_i*y^circ)/(1/3-epsilon^+*tau_i)-x_net^-*g_2-cos(beta_i+lambda+I_2),5,R=(1/2-epsilon_i*y^circ)/(1/3-epsilon^+*tau_i)-x_net^-*g_2-cos(beta_i+lambda+I_2),"[403, 191, 611, 527, 765, 476, 67, 611, 448, 727, 524, 49, 763, 453, 617, 507, 599, 589, 528, 650, 362, 503]"
7942,Q=gamma^2,2,Q=gamma^2,"[398, 625, 462]"
4165,v=(G+c_f*x)/(L-w)-G+sigma_max^2-omega^circ-(c-gamma+V+u_f)/(R+mu*g_max*W),5,v=(G+c_f*x)/(L-w)-G+sigma_max^2-omega^circ-(c-gamma+V+u_f)/(R+mu*g_max*W),"[744, 360, 593, 519, 756, 57, 372, 124, 752, 49, 360, 709, 531, 466, 676, 476, 125, 597, 625, 116, 114, 734, 518, 406, 665, 111, 617, 534, 433]"
5972,F=epsilon_0^2,2,F=epsilon_0^2,"[354, 611, 488, 462]"
3580,V_avg=sin(R+I)+4/3-b+2/3*R*r*beta,5,V_avg=sin(R+I)+4/3-b+2/3*R*r*beta,"[430, 300, 406, 362, 40, 182, 581, 159, 405, 702, 111, 589]"
2833,I_f=sin(1/3+N_A+F+C),3,I_f=sin(1/3+N_A+F+C),"[369, 299, 23, 353, 335]"
5450,C_rms=(G-g*delta_f)/(h-p*delta_2^circ)-(3+v^n+C+gamma)^2-cos(1/3-k*T),5,C_rms=(G-g*delta_f)/(h-p*delta_2^circ)-(3+v^n+C+gamma)^2-cos(1/3-k*T),"[342, 184, 361, 619, 604, 518, 632, 680, 111, 604, 502, 476, 50, 168, 738, 486, 336, 625, 92, 598, 29, 645, 416]"
3473,V_i=sqrt(1/2+e+delta+theta_1),3,V_i=sqrt(1/2+e+delta+theta_1),"[424, 524, 301, 16, 606, 731, 496]"
6328,A_0=log(k+g_max+A_2),3,A_0=log(k+g_max+A_2),"[323, 278, 646, 617, 535, 317, 503]"
138,h=cos(2+c+x+p),3,h=cos(2+c+x+p),"[628, 234, 153, 758, 681]"
7044,b=partialF/partialr,4,b=partialF/partialr,"[579, 284, 142]"
4893,z=ln(e+phi*W),3,z=ln(e+phi*W),"[774, 275, 608, 693, 433]"
2181,W=u,1,W=u,"[437, 734]"
7731,v=T,1,v=T,"[743, 415]"
3178,a=exp(1/3-k+v_2*F_0),3,a=exp(1/3-k+v_2*F_0),"[558, 257, 29, 646, 738, 505, 351, 489]"
4855,a_max=(epsilon^2)/(2-e-F_1^circ+theta)-tan(G*mu_2+t_i)-(phi_2+Q)^1/2,5,a_max=(epsilon^2)/(2-e-F_1^circ+theta)-tan(G*mu_2+t_i)-(phi_2+Q)^1/2,"[558, 537, 611, 462, 70, 609, 351, 495, 479, 731, 56, 359, 665, 506, 721, 524, 50, 691, 506, 395, 86]"
4638,b_f=cos(e-a-Q_i),3,b_f=cos(e-a-Q_i),"[579, 516, 234, 609, 562, 395, 525]"
5116,E=s_2,1,E=s_2,"[343, 298, 502]"
7649,I=partialn/partialr,4,I=partialn/partialr,"[362, 296, 142]"
4262,x=phi^3,2,x=phi^3,"[760, 691, 467]"
1332,a_avg=(2+y)^3,2,a_avg=(2+y)^3,"[570, 195, 765, 94]"
7003,z=tan(G-h_2-P_0),3,z=tan(G-h_2-P_0),"[774, 315, 361, 628, 507, 386, 489]"
6942,m=(2/3-a)/(2/3-theta),2,m=(2/3-a)/(2/3-theta),"[662, 166, 558, 73, 732]"
8018,B=sin(E_i-omega_i),3,B=sin(E_i-omega_i),"[325, 300, 343, 529, 676, 525]"
6242,F_min=beta_2^n,2,F_min=beta_2^n,"[351, 544, 589, 502, 483]"
9988,p=sin(c+theta+x_i),3,p=sin(c+theta+x_i),"[680, 300, 596, 733, 756, 525]"
6882,T=(1/2+T_2)^3,2,T=(1/2+T_2)^3,"[415, 190, 415, 502, 94]"
4531,h=V,1,h=V,"[633, 424]"
4674,h=dm/dx,4,h=dm/dx,"[628, 254, 139]"
6997,x_min=(2+g)^2,2,x_min=(2+g)^2,"[756, 538, 195, 617, 89]"
1253,b_avg=log(h+I_max+epsilon_rms),3,b_avg=log(h+I_max+epsilon_rms),"[579, 509, 278, 631, 362, 535, 611, 554]"
3375,v_rms=tan(k+psi^-+d+delta_0)-sum_i=1^N(2+v^circ),5,v_rms=tan(k+psi^-+d+delta_0)-sum_i=1^N(2+v^circ),"[751, 315, 646, 698, 454, 602, 604, 488, 49, 717, 221, 149, 738, 477]"
2815,p_2=(R+w^2)^n+partialm/partialt,5,p_2=(R+w^2)^n+partialm/partialt,"[680, 508, 406, 752, 462, 99, 690, 656, 143]"
4720,a_max=4/3+e*Q^circ-gamma+cos(1-N_A*gamma_max^**n)+int_L^b(k+theta)dx,5,a_max=4/3+e*Q^circ-gamma+cos(1-N_A*gamma_max^**n)+int_L^b(k+theta)dx,"[573, 231, 607, 395, 480, 627, 598, 11, 383, 625, 531, 443, 669, 40, 643, 475, 646, 731, 109]"
6545,R=partialT/partialx+dE/dt+partialh/partialt-partialp/partialy,5,R=partialT/partialx+dE/dt+partialh/partialt-partialp/partialy,"[403, 290, 145, 120, 343, 137, 690, 628, 143, 128, 680, 146]"
4859,Q_f=sum_k=0^N(psi+alpha_2^-+n),4,Q_f=sum_k=0^N(psi+alpha_2^-+n),"[395, 516, 310, 205, 700, 576, 502, 454, 670]"
7902,y_avg=(1/3*epsilon_0)/(1*v),2,y_avg=(1/3*epsilon_0)/(1*v),"[773, 192, 611, 488, 58, 113, 39]"
8581,z=tau_avg,1,z=tau_avg,"[777, 727, 509]"
8428,L_0=ln(4+h*omega),3,L_0=ln(4+h*omega),"[372, 488, 275, 179, 630, 677]"
1078,v=sqrt(c+u+phi_max),3,v=sqrt(c+u+phi_max),"[738, 302, 596, 736, 691, 532]"
4364,F=dC/dx,4,F=dC/dx,"[351, 238, 139]"
771,E=1*v,1,E=1*v,"[343, 210, 113]"
8866,I=sigma,1,I=sigma,"[366, 709]"
250,p_i=(1/3*p_avg)/(1+k+x^**v-w)+log(c+p_avg+F),5,p_i=(1/3*p_avg)/(1+k+x^**v-w)+log(c+p_avg+F),"[680, 524, 192, 687, 60, 646, 756, 441, 113, 124, 752, 40, 655, 596, 680, 513, 352]"
7240,P_net=(c+omega_i*I_rms^-)/(C*P*phi_2^n)+cos(Q^+)-u+s_max+v-int(psi)dr,5,P_net=(c+omega_i*I_rms^-)/(C*P*phi_2^n)+cos(Q^+)-u+s_max+v-int(psi)dr,"[386, 552, 596, 676, 527, 371, 451, 57, 334, 111, 386, 111, 691, 502, 483, 44, 395, 446, 49, 736, 706, 531, 122, 124, 641, 698, 107]"
3420,a=(4+k+L^circ+p_max+mu)^n+1+(2/3+N_A+L)^1/2,5,a=(4+k+L^circ+p_max+mu)^n+1+(2/3+N_A+L)^1/2,"[558, 199, 646, 372, 479, 680, 535, 665, 101, 115, 162, 372, 86]"
4977,g=(4/3+a)^n,2,g=(4/3+a)^n,"[617, 202, 558, 98]"
4545,R_2=h+w_i-lambda_avg^--beta_net+log(1+G+d+delta)-(e-t+v-omega_0)/(1/2*beta_f),5,R_2=h+w_i-lambda_avg^--beta_net+log(1+G+d+delta)-(e-t+v-omega_0)/(1/2*beta_f),"[410, 183, 631, 752, 529, 648, 509, 455, 589, 549, 654, 4, 602, 604, 50, 609, 721, 122, 124, 676, 488, 62, 589, 517]"
5566,R=3+d_avg,1,R=3+d_avg,"[408, 168, 600, 509]"
7940,C=(2+gamma_0)^n+(2+y_min+tau)^3-partialP/partialr+sum_j=1^n(k+C_f^*+alpha^2),5,C=(2+gamma_0)^n+(2+y_min+tau)^3-partialP/partialr+sum_j=1^n(k+C_f^*+alpha^2),"[334, 195, 625, 488, 100, 149, 765, 542, 727, 94, 128, 386, 142, 114, 718, 225, 646, 334, 516, 444, 576, 463]"
717,m=(delta)/(1-m),2,m=(delta)/(1-m),"[662, 604, 61, 657]"
9653,a=exp(1/3+c+sigma_avg+E),3,a=exp(1/3+c+sigma_avg+E),"[558, 257, 24, 709, 513, 344]"
2049,g=partialg/partialx,4,g=partialg/partialx,"[617, 293, 145]"
5998,Q=log(2/3+G-c+P),3,Q=log(2/3+G-c+P),"[395, 278, 160, 361, 596, 387]"
6601,E=w_0,1,E=w_0,"[347, 752, 488]"
7246,g=2+tau_2,1,g=2+tau_2,"[621, 149, 727, 502]"
4179,b=dT/dx,4,b=dT/dx,"[579, 246, 139]"
4810,p=(3+t_0+A)^2+tan(1/3+d_i-x)+(4/3-G*w*W_i^**L_min)/(2*w_rms*z+omega^-),5,p=(3+t_0+A)^2+tan(1/3+d_i-x)+(4/3-G*w*W_i^**L_min)/(2*w_rms*z+omega^-),"[680, 197, 721, 492, 317, 90, 725, 22, 600, 529, 756, 40, 38, 359, 754, 432, 524, 443, 372, 540, 148, 752, 555, 776, 676, 452]"
9483,g=tan(F),3,g=tan(F),"[617, 315, 352]"
7141,a=omega_net,1,a=omega_net,"[563, 676, 545]"
7191,I=w_f,1,I=w_f,"[366, 752, 516]"
1461,A=sigma_max,1,A=sigma_max,"[321, 709, 531]"
5990,A=m-c-(c+a+h_max-delta^*)/(pi+v^-1)-(2+c+h_min+I+E_net)^n,5,A=m-c-(c+a+h_max-delta^*)/(pi+v^-1)-(2+c+h_min+I+E_net)^n,"[321, 660, 593, 125, 596, 561, 628, 536, 604, 441, 57, 696, 738, 456, 50, 153, 628, 542, 365, 343, 545, 98]"
2001,I=1-C_avg,1,I=1-C_avg,"[362, 213, 339]"
8176,v=1*v,1,v=1*v,"[738, 210, 113]"
405,y=sqrt(P_2+n_1+v)+(1/3+c+a_max+lambda+v)^2-partialE/partialx,5,y=sqrt(P_2+n_1+v)+(1/3+c+a_max+lambda+v)^2-partialE/partialx,"[765, 302, 386, 506, 669, 495, 122, 40, 24, 558, 535, 648, 122, 92, 690, 343, 145]"
385,V_i=(I*A)/(x_min)+exp(2+v)+(1+lambda^circ+T_rms+R)^n+1,5,V_i=(I*A)/(x_min)+exp(2+v)+(1+lambda^circ+T_rms+R)^n+1,"[424, 530, 364, 317, 57, 756, 538, 40, 616, 149, 738, 40, 3, 648, 479, 415, 556, 403, 101]"
9449,a=partialm/partialy,4,a=partialm/partialy,"[566, 656, 146]"
9488,W=log(k+d),3,W=log(k+d),"[432, 278, 646, 601]"
1634,B=int_0^L(4/3+h+Q_rms+a_2+d)dV,4,B=int_0^L(4/3+h+Q_rms+a_2+d)dV,"[325, 264, 472, 37, 631, 395, 553, 117, 506, 600, 106]"
9854,P_f=sum_k=1^n(k+theta_net+beta_f),4,P_f=sum_k=1^n(k+theta_net+beta_f),"[386, 516, 312, 646, 731, 549, 589, 517]"
4785,h=(1/2+e+x_rms+c^circ)^n+tau_i^2+(A*gamma_i-phi_1)/(e-beta-y)+(R-s-E)/(v+A-delta_0),5,h=(1/2+e+x_rms+c^circ)^n+tau_i^2+(A*gamma_i-phi_1)/(e-beta-y)+(R-s-E)/(v+A-delta_0),"[628, 190, 608, 756, 556, 593, 476, 99, 727, 524, 465, 0, 317, 111, 625, 529, 691, 497, 609, 589, 124, 765, 41, 407, 706, 124, 343, 57, 741, 320, 604, 489]"
9457,a=(m_net)/(y),2,a=(m_net)/(y),"[564, 656, 547, 766]"
6971,I=4+u,1,I=4+u,"[362, 228, 734]"
3926,E=1/3+s,1,E=1/3+s,"[343, 218, 706]"
4159,F=partialR/partialx,4,F=partialR/partialx,"[351, 289, 145]"
7450,F=(1/2+mu_avg+A+P)^1/2-dn/dx,5,F=(1/2+mu_avg+A+P)^1/2-dn/dx,"[351, 190, 665, 513, 319, 386, 88, 600, 669, 139]"
8416,y=v,1,y=v,"[770, 738]"
2194,I=sum_k=0^n(1/3+y_i+sigma+E_avg),4,I=sum_k=0^n(1/3+y_i+sigma+E_avg),"[362, 310, 208, 22, 765, 528, 712, 343, 510]"
1016,n=a,1,n=a,"[672, 558]"
5125,P=log(alpha+r+A_rms)-dP/dt,5,P=log(alpha+r+A_rms)-dP/dt,"[386, 278, 578, 704, 317, 553, 53, 386, 136]"
7419,b=int_L^b(4+y_0^3+r+sigma^-)dr,4,b=int_L^b(4+y_0^3+r+sigma^-)dr,"[579, 268, 474, 32, 765, 488, 470, 704, 709, 451, 107]"
7410,p_f=int(k+omega_1^circ+z+P_f)dV-(k-I_2-E+phi_rms)/(e*beta+h*theta)+ln(4-R-a_f+Q_rms),5,p_f=int(k+omega_1^circ+z+P_f)dV-(k-I_2-E+phi_rms)/(e*beta+h*theta)+ln(4-R-a_f+Q_rms),"[680, 516, 261, 646, 676, 495, 479, 776, 386, 516, 106, 125, 647, 362, 507, 346, 691, 553, 57, 607, 592, 630, 731, 46, 180, 407, 558, 520, 395, 554]"
8990,a=partialm/partialt+(G-g+gamma)/(3*pi-tau),5,a=partialm/partialt+(G-g+gamma)/(3*pi-tau),"[566, 656, 143, 115, 361, 620, 625, 74, 697, 728]"
2872,g=(4+Q)^3,2,g=(4+Q)^3,"[617, 199, 395, 94]"
10,I=2+G*y-t*I_2+sum_n=1^inf(pi+x+a_f+A_1)+(c*alpha_min^n+tau^circ)/(e*L)-(pi-E_max)/(h*T_net+A_min*W_max),5,I=2+G*y-t*I_2+sum_n=1^inf(pi+x+a_f+A_1)+(c*alpha_min^n+tau^circ)/(e*L)-(pi-E_max)/(h*T_net+A_min*W_max),"[366, 149, 359, 769, 721, 111, 362, 506, 720, 223, 696, 756, 117, 520, 317, 495, 41, 595, 576, 538, 486, 727, 476, 57, 607, 372, 50, 697, 343, 533, 630, 415, 549, 317, 541, 432, 532]"
1839,Q=partialP/partialy,4,Q=partialP/partialy,"[395, 287, 146]"
4805,a=sin(4+G+I^++m^-1+z^-)-(2/3+N_A+n)^1/2-(N_A+h_1*mu*A)/(e-n),5,a=sin(4+G+I^++m^-1+z^-)-(2/3+N_A+n)^1/2-(N_A+h_1*mu*A)/(e-n),"[558, 299, 33, 362, 449, 656, 460, 774, 451, 50, 162, 669, 88, 0, 384, 628, 498, 665, 111, 317, 57, 609, 670]"
256,h=T_f,1,h=T_f,"[633, 415, 516]"
7027,m=(1/3-F)/(v_avg),2,m=(1/3-F)/(v_avg),"[656, 194, 351, 57, 738, 510]"
5714,A=partialE/partialr,4,A=partialE/partialr,"[317, 283, 142]"
3325,L=exp(3+k+A_min)+log(e+Q)-int_a^b(1/2+R+g_net+lambda^n)dr,5,L=exp(3+k+A_min)+log(e+Q)-int_a^b(1/2+R+g_net+lambda^n)dr,"[372, 258, 174, 317, 538, 40, 655, 608, 395, 49, 644, 474, 13, 406, 617, 549, 648, 483, 107]"
7715,m=tan(k-lambda*lambda_0*L_f)-sum_k=0^inf(e+delta),5,m=tan(k-lambda*lambda_0*L_f)-sum_k=0^inf(e+delta),"[656, 315, 647, 648, 111, 648, 491, 381, 49, 719, 207, 608, 605]"
1582,y=(2/3-n_rms)/(v),2,y=(2/3-n_rms)/(v),"[771, 166, 675, 57, 739]"
925,v_avg=cos(R+mu+b+lambda)+partialE/partialx+sin(c+epsilon_min+beta)+sum_i=1^N(h+a_2^++u^-+theta),5,v_avg=cos(R+mu+b+lambda)+partialE/partialx+sin(c+epsilon_min+beta)+sum_i=1^N(h+a_2^++u^-+theta),"[748, 234, 406, 667, 581, 648, 47, 343, 145, 114, 714, 596, 611, 542, 589, 40, 717, 221, 631, 569, 449, 734, 454, 732]"
2780,n=dp/dt+(e+C)^n+(pi-a_2-lambda_min^circ)/(a_avg-A_i+b)-1/2*p_1-tau,5,n=dp/dt+(e+C)^n+(pi-a_2-lambda_min^circ)/(a_avg-A_i+b)-1/2*p_1-tau,"[669, 236, 680, 136, 115, 608, 334, 100, 697, 558, 507, 648, 538, 476, 57, 558, 514, 317, 528, 579, 52, 130, 680, 500, 727]"
7892,a=d^3,2,a=d^3,"[565, 467]"
6133,a_f=log(R*phi),3,a_f=log(R*phi),"[571, 278, 405, 692]"
5321,v=2/3*phi_f,1,v=2/3*phi_f,"[743, 159, 691, 516]"
7313,E_min=tan(e+P+g_net),3,E_min=tan(e+P+g_net),"[343, 538, 315, 608, 388, 617, 546]"
7103,P_min=sqrt(y*v),3,P_min=sqrt(y*v),"[386, 538, 302, 765, 113, 39]"
6043,v=ln(omega_rms*v_f),3,v=ln(omega_rms*v_f),"[738, 275, 676, 553, 113, 517]"
3776,F=3+E_min,1,F=3+E_min,"[354, 168, 343, 538]"
4836,a=2+W_avg,1,a=2+W_avg,"[563, 149, 432, 509]"
4965,b=log(2+phi+v_2)-(1/3+c*x)/(2*epsilon_max*a-p)-(pi+x_min+T+mu_max)^n+1,5,b=log(2+phi+v_2)-(1/3+c*x)/(2*epsilon_max*a-p)-(pi+x_min+T+mu_max)^n+1,"[579, 278, 149, 691, 122, 502, 49, 22, 595, 756, 68, 611, 531, 112, 124, 680, 50, 696, 756, 542, 418, 665, 531, 101]"
540,x=dE/dt-(c*L^3*mu)/(1/2*c+h*F_net),5,x=dE/dt-(c*L^3*mu)/(1/2*c+h*F_net),"[756, 239, 136, 125, 595, 372, 469, 665, 62, 596, 630, 351, 546]"
7484,v=int(R+E_max)dr,4,v=int(R+E_max)dr,"[738, 261, 406, 343, 531, 107]"
2746,x=1/2-C_max,1,x=1/2-C_max,"[756, 216, 340]"
3720,p=(1/3+h+delta_f+phi+x^-1)^n-ln(3-N_A+b),5,p=(1/3+h+delta_f+phi+x^-1)^n-ln(3-N_A+b),"[680, 193, 631, 604, 520, 694, 756, 456, 104, 653, 176, 384, 580]"
6820,g_i=tan(h+t_rms^n-y*p_0)-(theta_1+sigma_0)/(4/3+G*alpha)-p_net^*-theta,5,g_i=tan(h+t_rms^n-y*p_0)-(theta_1+sigma_0)/(4/3+G*alpha)-p_net^*-theta,"[617, 524, 315, 631, 721, 553, 487, 767, 680, 488, 50, 731, 499, 709, 488, 82, 359, 576, 49, 689, 445, 731]"
9338,E=log(4/3+alpha+t_0),3,E=log(4/3+alpha+t_0),"[343, 277, 37, 576, 121, 489]"
4469,p=int_a^L(G+v_1)dt,4,p=int_a^L(G+v_1)dt,"[680, 272, 360, 746, 108]"
668,V=sqrt(2/3+z_2+t_0),3,V=sqrt(2/3+z_2+t_0),"[424, 302, 160, 774, 506, 721, 489]"
7576,a=alpha,1,a=alpha,"[563, 576]"
8550,z=(d^circ)/(4*h-theta+a)+(h*phi-tau_rms^*+c)/(G*sigma*C),5,z=(d^circ)/(4*h-theta+a)+(h*phi-tau_rms^*+c)/(G*sigma*C),"[778, 600, 476, 78, 632, 731, 117, 41, 630, 691, 124, 727, 553, 444, 593, 57, 359, 711, 335]"
5064,h=partialP/partialt,4,h=partialP/partialt,"[628, 287, 143]"
1354,m=partialh/partialr,4,m=partialh/partialr,"[656, 294, 142]"
7115,V=partialI/partialy+(1+N_A+delta_2^2+theta_i)^1/2-(c+c_max^-)^2+e+x_f^2*mu,5,V=partialI/partialy+(1+N_A+delta_2^2+theta_i)^1/2-(c+c_max^-)^2+e+x_f^2*mu,"[424, 285, 146, 114, 3, 384, 604, 502, 465, 731, 524, 88, 0, 596, 593, 531, 451, 90, 608, 756, 516, 464, 665]"
9774,A=dW/dt,4,A=dW/dt,"[317, 248, 136]"
8663,h_f=sin(c+a_rms),3,h_f=sin(c+a_rms),"[628, 516, 300, 596, 558, 554]"
2704,p=int_a^b(c+P_max^-)dV,4,p=int_a^b(c+P_max^-)dV,"[680, 273, 596, 386, 531, 451, 106]"
3331,p=tau,1,p=tau,"[684, 727]"
8054,y_0=partialI/partialy,4,y_0=partialI/partialy,"[765, 488, 285, 146]"
3585,a=sqrt(2*m_i-d^*)-sum_k=0^N(u+n_max),5,a=sqrt(2*m_i-d^*)-sum_k=0^N(u+n_max),"[558, 302, 148, 656, 524, 127, 441, 49, 719, 205, 736, 669, 532]"
9442,p=R^n,2,p=R^n,"[684, 403, 483]"
5646,Q=2/3-alpha,1,Q=2/3-alpha,"[398, 166, 576]"
3377,a=V_0^n,2,a=V_0^n,"[563, 424, 488, 483]"
1257,E_max=(1/2+delta)^2,2,E_max=(1/2+delta)^2,"[343, 531, 190, 604, 89]"
6191,Q=x,1,Q=x,"[398, 756]"
5349,C=sum_n=0^inf(k+omega^*+u),4,C=sum_n=0^inf(k+omega^*+u),"[334, 313, 207, 646, 676, 444, 735]"
4176,V=4*w_i,1,V=4*w_i,"[424, 227, 752, 524]"
4911,R=mu_rms,1,R=mu_rms,"[408, 665, 553]"
1853,L=exp(2-pi+a*T_0),3,L=exp(2-pi+a*T_0),"[372, 258, 158, 696, 560, 415, 489]"
6317,R=(1/2+p)^n,2,R=(1/2+p)^n,"[403, 190, 680, 98]"
9855,m=int_0^L(h+t+y+W^-1)dt-tan(1+e+sigma_2^2+F_avg),5,m=int_0^L(h+t+y+W^-1)dt-tan(1+e+sigma_2^2+F_avg),"[656, 265, 631, 723, 768, 432, 456, 108, 124, 725, 7, 709, 502, 465, 351, 510]"
2106,V=w,1,V=w,"[428, 752]"
134,p=dR/dx,4,p=dR/dx,"[680, 245, 139]"
5030,p=(G-c)/(1/3+G+a_rms+E)-4/3*c-P^*-lambda-log(4*h-beta_min-h_1)+(1+k+gamma)^1/2,5,p=(G-c)/(1/3+G+a_rms+E)-4/3*c-P^*-lambda-log(4*h-beta_min-h_1)+(1+k+gamma)^1/2,"[685, 361, 593, 66, 360, 558, 556, 343, 49, 177, 133, 597, 386, 445, 651, 654, 31, 632, 589, 543, 628, 495, 40, 9, 625, 86]"
929,A=int_L^inf(h+B+d+u_1)dt,4,A=int_L^inf(h+B+d+u_1)dt,"[317, 268, 482, 631, 325, 120, 114, 734, 495, 108]"
824,V=partialn/partialy,4,V=partialn/partialy,"[424, 296, 146]"
7577,F=(1/3+theta_0)^n,2,F=(1/3+theta_0)^n,"[351, 193, 731, 488, 98]"
1532,B=(1-C_min)/(C),2,B=(1-C_min)/(C),"[325, 188, 334, 540, 335]"
1215,n_2=4/3-w_0-sin(4/3+pi+n*p+beta_f^3),5,n_2=4/3-w_0-sin(4/3+pi+n*p+beta_f^3),"[669, 502, 232, 752, 493, 713, 37, 696, 669, 111, 682, 589, 516, 468]"
505,P=(1*N_A+tau_f+L*p)/(Q_f^2)-k-P_rms+T-4*G+I_rms+exp(4+h+Q+c),5,P=(1*N_A+tau_f+L*p)/(Q_f^2)-k-P_rms+T-4*G+I_rms+exp(4+h+Q+c),"[386, 186, 384, 727, 520, 375, 680, 57, 395, 516, 462, 49, 647, 386, 556, 415, 124, 178, 360, 362, 556, 615, 32, 631, 397, 594]"
6531,g=lambda,1,g=lambda,"[621, 648]"
3073,A_f=sqrt(1/3+G+u_avg+alpha_net),3,A_f=sqrt(1/3+G+u_avg+alpha_net),"[317, 516, 301, 22, 360, 734, 513, 576, 546]"
9087,n=(1/3+lambda_avg)^2,2,n=(1/3+lambda_avg)^2,"[669, 193, 648, 509, 89]"
8648,p_min=log(c_rms),3,p_min=log(c_rms),"[688, 278, 593, 554]"
6620,E=(k+phi_i)^n+(e+B_f+gamma+T)^n+1,5,E=(k+phi_i)^n+(e+B_f+gamma+T)^n+1,"[348, 646, 691, 524, 100, 608, 325, 520, 627, 415, 101]"
9274,b_avg=partialC/partialr,4,b_avg=partialC/partialr,"[579, 509, 282, 142]"
3710,n_i=(1/2*G+mu)/(y-sigma_rms*h)+1/3*Q_min+v^n+c-Q+gamma+sum_i=0^N(c+V+P+z_min^n),5,n_i=(1/2*G+mu)/(y-sigma_rms*h)+1/3*Q_min+v^n+c-Q+gamma+sum_i=0^N(c+V+P+z_min^n),"[669, 524, 189, 360, 665, 57, 769, 709, 555, 628, 43, 133, 395, 542, 738, 486, 597, 397, 627, 717, 205, 596, 426, 388, 774, 538, 484]"
4850,p=G*B_f-n_min^++B-4-a+u^-+w-dB/dx+c+y_rms,5,p=G*B_f-n_min^++B-4-a+u^-+w-dB/dx+c+y_rms,"[684, 359, 325, 521, 674, 449, 325, 124, 180, 561, 734, 454, 752, 127, 325, 140, 596, 765, 553]"
4749,m=partialQ/partialx,4,m=partialQ/partialx,"[656, 288, 145]"
4269,R_min=sum_j=1^n(pi+c_rms^2+C+a),4,R_min=sum_j=1^n(pi+c_rms^2+C+a),"[412, 309, 696, 593, 553, 465, 334, 118]"
9879,Q=sum_n=0^N(G+t_net),4,Q=sum_n=0^N(G+t_net),"[395, 313, 205, 360, 721, 546]"
8906,p=delta,1,p=delta,"[680, 251]"
4187,C=(2+tau)/(3*beta_min),2,C=(2+tau)/(3*beta_min),"[334, 195, 727, 74, 589, 539]"
5302,v_f=m_min^2,2,v_f=m_min^2,"[738, 522, 656, 538, 462]"
2924,m=partialP/partialy,4,m=partialP/partialy,"[656, 287, 146]"
6589,p=sum_i=0^N(2/3+e+beta_net),4,p=sum_i=0^N(2/3+e+beta_net),"[680, 303, 205, 164, 589, 546]"
1811,L=2/3*F_net,1,L=2/3*F_net,"[377, 159, 351, 545]"
3487,h=(3+epsilon_2)^2,2,h=(3+epsilon_2)^2,"[628, 197, 611, 502, 89]"
7420,m=da/dx+sum_i=1^inf(2+k+sigma_2+L_rms+delta_i^circ)+(2/3+pi+beta+gamma+x)^1/2+pi*Q-phi_min,5,m=da/dx+sum_i=1^inf(2+k+sigma_2+L_rms+delta_i^circ)+(2/3+pi+beta+gamma+x)^1/2+pi*Q-phi_min,"[656, 249, 140, 717, 223, 156, 709, 506, 372, 556, 604, 524, 476, 41, 160, 696, 592, 627, 756, 87, 695, 395, 124, 691, 538]"
3142,B_i=(1/2*W)/(b),2,B_i=(1/2*W)/(b),"[331, 189, 432, 57, 580]"
9348,m=tan(1/3+c-v_avg),3,m=tan(1/3+c-v_avg),"[661, 725, 22, 597, 738, 510]"
1325,E_2=(1+tau+y^+)^-1-partialn/partialr,5,E_2=(1+tau+y^+)^-1-partialn/partialr,"[343, 502, 187, 729, 765, 446, 84, 128, 669, 142]"
4313,n_1=cos(1/2+pi+m+L),3,n_1=cos(1/2+pi+m+L),"[669, 495, 233, 19, 659, 373]"
7495,p=1*psi_rms^+*beta+(R+phi_i+p_net)^3,5,p=1*psi_rms^+*beta+(R+phi_i+p_net)^3,"[680, 211, 698, 553, 448, 589, 115, 406, 691, 528, 689, 94]"
8703,R_net=cos(R+a),3,R_net=cos(R+a),"[413, 234, 406, 559]"
8692,n=(4/3+z)^n,2,n=(4/3+z)^n,"[669, 202, 774, 98]"
9504,g=int(1/2+G+c_0+beta_f^n)dr,4,g=int(1/2+G+c_0+beta_f^n)dr,"[617, 260, 13, 360, 593, 492, 589, 516, 483, 107]"
