id,full_equation,complexity,full_equation_tokens_hier,full_equation_token_ids
3560,A=h*beta_max^3+n^++(4/3+pi+R_i^*+u^3)^1/2+(R-a_max+y)/(1/3+e*m-u^-1),5,<EXPR_START> <ASSIGN_START> IDENT:A = <ADD_START> <MUL_START> IDENT:h * IDENT:b * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * <POW_START> IDENT:x ^ NUMBER:3 <POW_END> <MUL_END> + <POW_START> IDENT:n ^ UNKNOWN:+ <POW_END> + <MUL_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:p * IDENT:i <MUL_END> + <MUL_START> IDENT:R * UNKNOWN:_ * <POW_START> IDENT:i ^ UNKNOWN:* <POW_END> <MUL_END> + <POW_START> IDENT:u ^ NUMBER:3 <POW_END> <ADD_END> <PAREN_END> ^ NUMBER:1 <POW_END> / NUMBER:2 <MUL_END> + <MUL_START> <PAREN_START> <ADD_START> IDENT:R - <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> + IDENT:y <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:e * IDENT:m <MUL_END> - <POW_START> IDENT:u ^ NUMBER:-1 <POW_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 16, 6, 39, 4, 44, 4, 28, 4, 20, 4, 7, 4, 9, 4, 21, 4, 7, 4, 32, 40, 33, 35, 31, 5, 8, 32, 22, 33, 78, 31, 8, 6, 32, 18, 16, 6, 48, 23, 35, 5, 8, 6, 25, 4, 19, 5, 8, 6, 46, 4, 9, 4, 32, 19, 33, 77, 31, 5, 8, 32, 43, 33, 35, 31, 15, 17, 33, 37, 31, 23, 29, 5, 8, 6, 18, 16, 46, 26, 6, 7, 4, 9, 4, 21, 4, 7, 4, 40, 5, 8, 54, 15, 17, 23, 18, 16, 6, 37, 23, 35, 5, 8, 6, 28, 4, 21, 5, 26, 32, 43, 33, 75, 31, 15, 17, 5, 15, 12, 10]"
9157,A=tau^2,2,<EXPR_START> <ASSIGN_START> IDENT:A = <MUL_START> IDENT:t * IDENT:a * <POW_START> IDENT:u ^ NUMBER:2 <POW_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 6, 20, 4, 7, 4, 32, 43, 33, 29, 31, 5, 12, 10]"
2842,n=(b_max)/(1/2-L),2,<EXPR_START> <ASSIGN_START> IDENT:n = <MUL_START> <PAREN_START> <MUL_START> IDENT:b * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> - IDENT:L <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 6, 18, 6, 44, 4, 9, 4, 21, 4, 7, 4, 40, 5, 17, 23, 18, 16, 6, 37, 23, 29, 5, 26, 50, 15, 17, 5, 12, 10]"
2312,A_net=(E_max)/(n_0),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:A * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> = <MUL_START> <PAREN_START> <MUL_START> IDENT:E * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <PAREN_END> / <PAREN_START> <MUL_START> IDENT:n * UNKNOWN:_ * NUMBER:0 <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 47, 4, 9, 4, 22, 4, 28, 4, 20, 5, 14, 6, 18, 6, 58, 4, 9, 4, 21, 4, 7, 4, 40, 5, 17, 23, 18, 6, 22, 4, 9, 4, 52, 5, 17, 5, 12, 10]"
8334,p=partialT/partialy,4,<EXPR_START> <ASSIGN_START> IDENT:p = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:T / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:y <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 56, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 54, 5, 12, 10]"
3235,F=(N_A*v*epsilon)/(c-s*L*A)-v+(2+C_f-w_0)/(e+omega_min^3)-(4/3+N_A*F_max^*)/(2/3+v),5,<EXPR_START> <ASSIGN_START> IDENT:F = <ADD_START> <MUL_START> <PAREN_START> <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A * IDENT:v * IDENT:e * IDENT:p * IDENT:s * IDENT:i * IDENT:l * IDENT:o * IDENT:n <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> IDENT:c - <MUL_START> IDENT:s * IDENT:L * IDENT:A <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - IDENT:v + <MUL_START> <PAREN_START> <ADD_START> NUMBER:2 + <MUL_START> IDENT:C * UNKNOWN:_ * IDENT:f <MUL_END> - <MUL_START> IDENT:w * UNKNOWN:_ * NUMBER:0 <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> IDENT:e + <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * <POW_START> IDENT:n ^ NUMBER:3 <POW_END> <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A * IDENT:F * UNKNOWN:_ * IDENT:m * IDENT:a * <POW_START> IDENT:x ^ UNKNOWN:* <POW_END> <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + IDENT:v <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 61, 14, 16, 6, 18, 6, 72, 4, 9, 4, 47, 4, 41, 4, 28, 4, 25, 4, 27, 4, 19, 4, 30, 4, 45, 4, 22, 5, 17, 23, 18, 16, 42, 26, 6, 27, 4, 50, 4, 47, 5, 15, 17, 5, 26, 41, 8, 6, 18, 16, 29, 8, 6, 60, 4, 9, 4, 51, 5, 26, 6, 74, 4, 9, 4, 52, 5, 15, 17, 23, 18, 16, 28, 8, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 4, 9, 4, 21, 4, 19, 4, 32, 22, 33, 35, 31, 5, 15, 17, 5, 26, 6, 18, 16, 6, 48, 23, 35, 5, 8, 6, 72, 4, 9, 4, 47, 4, 61, 4, 9, 4, 21, 4, 7, 4, 32, 40, 33, 77, 31, 5, 15, 17, 23, 18, 16, 6, 29, 23, 35, 5, 8, 41, 15, 17, 5, 15, 12, 10]"
4153,p=sqrt(h*a_0*V_f),3,<EXPR_START> <ASSIGN_START> IDENT:p = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <MUL_START> IDENT:h * IDENT:a * UNKNOWN:_ * NUMBER:0 * IDENT:V * UNKNOWN:_ * IDENT:f <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 6, 39, 4, 7, 4, 9, 4, 52, 4, 53, 4, 9, 4, 51, 5, 17, 5, 12, 10]"
1310,a_avg=partialI/partialt+ln(4*pi-W+y)-(c+s_1)^2-(F+P^*)^2,5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <ADD_START> <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:I / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:t <MUL_END> + <MUL_START> IDENT:l * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 * IDENT:p * IDENT:i <MUL_END> - IDENT:W + IDENT:y <ADD_END> <PAREN_END> <MUL_END> - <POW_START> <PAREN_START> <ADD_START> IDENT:c + <MUL_START> IDENT:s * UNKNOWN:_ * NUMBER:1 <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> - <POW_START> <PAREN_START> <ADD_START> IDENT:F + <POW_START> IDENT:P ^ UNKNOWN:* <POW_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 7, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 16, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 63, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 20, 5, 8, 6, 30, 4, 22, 4, 18, 16, 6, 48, 4, 25, 4, 19, 5, 26, 65, 8, 54, 15, 17, 5, 26, 32, 18, 16, 42, 8, 6, 27, 4, 9, 4, 37, 5, 15, 17, 33, 29, 31, 26, 32, 18, 16, 61, 8, 32, 57, 33, 77, 31, 15, 17, 33, 29, 31, 15, 12, 10]"
696,R=1/3+A,1,<EXPR_START> <ASSIGN_START> IDENT:R = <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 <MUL_END> + IDENT:A <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 46, 14, 16, 6, 37, 23, 35, 5, 8, 47, 15, 12, 10]"
9860,p=e+z_2-c-n_f+int_0^L(2/3+N_A+omega+c)dr+(G*m)/(2+e-delta*v_min-s),5,<EXPR_START> <ASSIGN_START> IDENT:p = <ADD_START> IDENT:e + <MUL_START> IDENT:z * UNKNOWN:_ * NUMBER:2 <MUL_END> - IDENT:c - <MUL_START> IDENT:n * UNKNOWN:_ * IDENT:f <MUL_END> + <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> NUMBER:0 ^ IDENT:L <POW_END> * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:o * IDENT:m * IDENT:e * IDENT:g * IDENT:a <MUL_END> + IDENT:c <ADD_END> <PAREN_END> * IDENT:d * IDENT:r <MUL_END> + <MUL_START> <PAREN_START> <MUL_START> IDENT:G * IDENT:m <MUL_END> <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:2 + IDENT:e - <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a * IDENT:v * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> - IDENT:s <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 16, 28, 8, 6, 67, 4, 9, 4, 29, 5, 26, 42, 26, 6, 22, 4, 9, 4, 51, 5, 8, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 52, 33, 50, 31, 4, 18, 16, 6, 29, 23, 35, 5, 8, 6, 72, 4, 9, 4, 47, 5, 8, 6, 45, 4, 21, 4, 28, 4, 36, 4, 7, 5, 8, 42, 15, 17, 4, 38, 4, 34, 5, 8, 6, 18, 6, 70, 4, 21, 5, 17, 23, 18, 16, 29, 8, 28, 26, 6, 38, 4, 28, 4, 30, 4, 20, 4, 7, 4, 41, 4, 9, 4, 21, 4, 19, 4, 22, 5, 26, 27, 15, 17, 5, 15, 12, 10]"
3753,p_avg=sqrt(1/3+V+E),3,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:p * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 <MUL_END> + IDENT:V + IDENT:E <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 25, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 6, 37, 23, 35, 5, 8, 53, 8, 58, 15, 17, 5, 12, 10]"
6338,P_0=sin(N_A-lambda),3,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:P * UNKNOWN:_ * NUMBER:0 <MUL_END> = <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> - <MUL_START> IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * IDENT:a <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 57, 4, 9, 4, 52, 5, 14, 6, 27, 4, 19, 4, 22, 4, 18, 16, 6, 72, 4, 9, 4, 47, 5, 26, 6, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 7, 5, 15, 17, 5, 12, 10]"
1228,R=log(pi+d),3,<EXPR_START> <ASSIGN_START> IDENT:R = <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> IDENT:p * IDENT:i <MUL_END> + IDENT:d <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 46, 14, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 25, 4, 19, 5, 8, 38, 15, 17, 5, 12, 10]"
2000,g=int_L^inf(1/2+R+B_min+x^2+m^-1)dr+ln(pi*w)+(2+G+s_net+L)^-1,5,<EXPR_START> <ASSIGN_START> IDENT:g = <ADD_START> <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:L ^ IDENT:i <POW_END> * IDENT:n * IDENT:f * <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> + IDENT:R + <MUL_START> IDENT:B * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <POW_START> IDENT:x ^ NUMBER:2 <POW_END> + <POW_START> IDENT:m ^ NUMBER:-1 <POW_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:r <MUL_END> + <MUL_START> IDENT:l * IDENT:n * <PAREN_START> <MUL_START> IDENT:p * IDENT:i * IDENT:w <MUL_END> <PAREN_END> <MUL_END> + <POW_START> <PAREN_START> <ADD_START> NUMBER:2 + IDENT:G + <MUL_START> IDENT:s * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> + IDENT:L <ADD_END> <PAREN_END> ^ NUMBER:-1 <POW_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 36, 14, 16, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 50, 33, 19, 31, 4, 22, 4, 51, 4, 18, 16, 6, 37, 23, 29, 5, 8, 46, 8, 6, 64, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 32, 40, 33, 29, 31, 8, 32, 21, 33, 75, 31, 15, 17, 4, 38, 4, 34, 5, 8, 6, 30, 4, 22, 4, 18, 6, 25, 4, 19, 4, 74, 5, 17, 5, 8, 32, 18, 16, 29, 8, 70, 8, 6, 27, 4, 9, 4, 22, 4, 28, 4, 20, 5, 8, 50, 15, 17, 33, 75, 31, 15, 12, 10]"
277,W=(3+sigma_min)^n,2,<EXPR_START> <ASSIGN_START> IDENT:W = <POW_START> <PAREN_START> <ADD_START> NUMBER:3 + <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 32, 18, 16, 35, 8, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 17, 33, 22, 31, 12, 10]"
8177,B=(1+C_rms)/(P),2,<EXPR_START> <ASSIGN_START> IDENT:B = <MUL_START> <PAREN_START> <ADD_START> NUMBER:1 + <MUL_START> IDENT:C * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> IDENT:P <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 64, 14, 6, 18, 16, 37, 8, 6, 60, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 23, 18, 57, 17, 5, 12, 10]"
7665,A=h*p_avg-v*T+(2+R+delta^-1+sigma_0+delta_max)^n+c*L*L-T-dW/dt,5,<EXPR_START> <ASSIGN_START> IDENT:A = <ADD_START> <MUL_START> IDENT:h * IDENT:p * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> - <MUL_START> IDENT:v * IDENT:T <MUL_END> + <POW_START> <PAREN_START> <ADD_START> NUMBER:2 + IDENT:R + <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * <POW_START> IDENT:a ^ NUMBER:-1 <POW_END> <MUL_END> + <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a * UNKNOWN:_ * NUMBER:0 <MUL_END> + <MUL_START> IDENT:d * IDENT:e * IDENT:l * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> + <MUL_START> IDENT:c * IDENT:L * IDENT:L <MUL_END> - IDENT:T - <MUL_START> IDENT:d * IDENT:W / IDENT:d * IDENT:t <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 16, 6, 39, 4, 25, 4, 9, 4, 7, 4, 41, 4, 36, 5, 26, 6, 41, 4, 56, 5, 8, 32, 18, 16, 29, 8, 46, 8, 6, 38, 4, 28, 4, 30, 4, 20, 4, 32, 7, 33, 75, 31, 5, 8, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 4, 9, 4, 52, 5, 8, 6, 38, 4, 28, 4, 30, 4, 20, 4, 7, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 33, 22, 31, 8, 6, 42, 4, 50, 4, 50, 5, 26, 56, 26, 6, 38, 4, 65, 23, 38, 4, 20, 5, 15, 12, 10]"
5930,B=(2+tau+r^-)^n+4/3+h*T*z-b_1-4*N_A+A-u_min^-*t,5,<EXPR_START> <PARSE_ERROR> IDENT:B OP:= LPAREN:( NUMBER:2 OP:+ IDENT:t OP:* IDENT:a OP:* IDENT:u OP:+ IDENT:r OP:^ OP:- RPAREN:) OP:^ IDENT:n OP:+ NUMBER:4 OP:/ NUMBER:3 OP:+ IDENT:h OP:* IDENT:T OP:* IDENT:z OP:- IDENT:b OP:* UNDERSCORE:_ OP:* NUMBER:1 OP:- NUMBER:4 OP:* IDENT:N OP:* UNDERSCORE:_ OP:* IDENT:A OP:+ IDENT:A OP:- IDENT:u OP:* UNDERSCORE:_ OP:* IDENT:m OP:* IDENT:i OP:* IDENT:n OP:^ OP:- OP:* IDENT:t <EXPR_END>,"[11, 80, 64, 79, 68, 29, 49, 20, 24, 7, 24, 43, 49, 34, 71, 55, 69, 71, 22, 49, 48, 73, 35, 49, 39, 24, 56, 24, 67, 55, 44, 24, 62, 24, 37, 55, 48, 24, 72, 24, 62, 24, 47, 49, 47, 55, 43, 24, 62, 24, 21, 24, 19, 24, 22, 71, 55, 24, 20, 10]"
2954,g_1=sum_n=0^n(3+pi+x+a),4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:g * UNKNOWN:_ * NUMBER:1 <MUL_END> = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:n <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 36, 4, 9, 4, 37, 5, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 22, 5, 12, 10]"
3638,y=log(2/3+N_A+phi),3,<EXPR_START> <ASSIGN_START> IDENT:y = <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:p * IDENT:h * IDENT:i <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 54, 14, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 29, 23, 35, 5, 8, 6, 72, 4, 9, 4, 47, 5, 8, 6, 25, 4, 39, 4, 19, 5, 15, 17, 5, 12, 10]"
3907,m_avg=(3+T)^2,2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:m * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> = <POW_START> <PAREN_START> <ADD_START> NUMBER:3 + IDENT:T <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 21, 4, 9, 4, 7, 4, 41, 4, 36, 5, 14, 32, 18, 16, 35, 8, 56, 15, 17, 33, 29, 31, 12, 10]"
4779,B=int_L^b(1/2+a)dt,4,<EXPR_START> <ASSIGN_START> IDENT:B = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:L ^ IDENT:b <POW_END> * <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> + IDENT:a <ADD_END> <PAREN_END> * IDENT:d * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 64, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 50, 33, 44, 31, 4, 18, 16, 6, 37, 23, 29, 5, 8, 7, 15, 17, 4, 38, 4, 20, 5, 12, 10]"
5846,b=a,1,<EXPR_START> <ASSIGN_START> IDENT:b = IDENT:a <ASSIGN_END> <EXPR_END>,"[11, 13, 44, 14, 7, 12, 10]"
9699,a=partialF/partialx,4,<EXPR_START> <ASSIGN_START> IDENT:a = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:F / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 7, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 61, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 40, 5, 12, 10]"
4118,a=cos(4+k+beta_max),3,<EXPR_START> <ASSIGN_START> IDENT:a = <MUL_START> IDENT:c * IDENT:o * IDENT:s * <PAREN_START> <ADD_START> NUMBER:4 + IDENT:k + <MUL_START> IDENT:b * IDENT:e * IDENT:t * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 7, 14, 6, 42, 4, 45, 4, 27, 4, 18, 16, 48, 8, 66, 8, 6, 44, 4, 28, 4, 20, 4, 7, 4, 9, 4, 21, 4, 7, 4, 40, 5, 15, 17, 5, 12, 10]"
7031,n=4+c,1,<EXPR_START> <ASSIGN_START> IDENT:n = <ADD_START> NUMBER:4 + IDENT:c <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 16, 48, 8, 42, 15, 12, 10]"
1138,A=tan(pi+theta+L_0),3,<EXPR_START> <ASSIGN_START> IDENT:A = <MUL_START> IDENT:t * IDENT:a * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> IDENT:p * IDENT:i <MUL_END> + <MUL_START> IDENT:t * IDENT:h * IDENT:e * IDENT:t * IDENT:a <MUL_END> + <MUL_START> IDENT:L * UNKNOWN:_ * NUMBER:0 <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 6, 20, 4, 7, 4, 22, 4, 18, 16, 6, 25, 4, 19, 5, 8, 6, 20, 4, 39, 4, 28, 4, 20, 4, 7, 5, 8, 6, 50, 4, 9, 4, 52, 5, 15, 17, 5, 12, 10]"
2768,I=cos(h+r+y),3,<EXPR_START> <ASSIGN_START> IDENT:I = <MUL_START> IDENT:c * IDENT:o * IDENT:s * <PAREN_START> <ADD_START> IDENT:h + IDENT:r + IDENT:y <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 63, 14, 6, 42, 4, 45, 4, 27, 4, 18, 16, 39, 8, 34, 8, 54, 15, 17, 5, 12, 10]"
2335,m=exp(e+V_rms)-dQ/dt-ln(3*t)+log(4/3+c+L+a+x^circ),5,<EXPR_START> <ASSIGN_START> IDENT:m = <ADD_START> <MUL_START> IDENT:e * IDENT:x * IDENT:p * <PAREN_START> <ADD_START> IDENT:e + <MUL_START> IDENT:V * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> IDENT:d * IDENT:Q / IDENT:d * IDENT:t <MUL_END> - <MUL_START> IDENT:l * IDENT:n * <PAREN_START> <MUL_START> NUMBER:3 * IDENT:t <MUL_END> <PAREN_END> <MUL_END> + <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:c + IDENT:L + IDENT:a + <MUL_START> <POW_START> IDENT:x ^ IDENT:c <POW_END> * IDENT:i * IDENT:r * IDENT:c <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 21, 14, 16, 6, 28, 4, 40, 4, 25, 4, 18, 16, 28, 8, 6, 53, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 5, 26, 6, 38, 4, 59, 23, 38, 4, 20, 5, 26, 6, 30, 4, 22, 4, 18, 6, 35, 4, 20, 5, 17, 5, 8, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 48, 23, 35, 5, 8, 42, 8, 50, 8, 7, 8, 6, 32, 40, 33, 42, 31, 4, 19, 4, 34, 4, 42, 5, 15, 17, 5, 15, 12, 10]"
7707,W=(1/2+m)/(3-F),2,<EXPR_START> <ASSIGN_START> IDENT:W = <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:2 <MUL_END> + IDENT:m <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:3 - IDENT:F <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 6, 18, 16, 6, 37, 23, 29, 5, 8, 21, 15, 17, 23, 18, 16, 35, 26, 61, 15, 17, 5, 12, 10]"
